"term","estimate","std.error","conf.low","conf.high","effort","replicate"
"factor(Year)2003",0.915915015283588,0.769119189422958,-0.59153089580405,2.42336092637122,0.1,1
"factor(Year)2004",1.96873175089691,0.866145550935477,0.271117665693768,3.66634583610004,0.1,1
"factor(Year)2005",2.25358305992787,0.804311337231413,0.677161806597047,3.83000431325868,0.1,1
"factor(Year)2006",1.2650527806953,0.750037381702104,-0.204993474499539,2.73509903589015,0.1,1
"factor(Year)2007",2.44779494485624,0.819133385340221,0.842323011055037,4.05326687865744,0.1,1
"factor(Year)2008",1.59157676097804,0.759486192704919,0.103011176520956,3.08014234543513,0.1,1
"factor(Year)2009",0.771952527136177,0.739903091870745,-0.678230884980313,2.22213593925267,0.1,1
"factor(Year)2010",1.44328832131286,0.755715808401856,-0.0378874457023459,2.92446408832807,0.1,1
"factor(Year)2011",1.11011328520466,0.732950412468707,-0.326443125687788,2.5466696960971,0.1,1
"factor(Year)2012",1.42204849014397,0.775839737880652,-0.0985694538771051,2.94266643416504,0.1,1
"factor(Year)2013",2.6619596006885,0.909523450796916,0.879326394031956,4.44459280734504,0.1,1
"factor(Year)2014",1.96232380086952,0.791425283511259,0.411158748733048,3.51348885300598,0.1,1
"factor(Year)2015",2.3945887354174,0.809349351407781,0.808293155747296,3.9808843150875,0.1,1
"factor(Year)2016",1.8072506837913,0.782331007528517,0.273910085046472,3.34059128253612,0.1,1
"factor(Year)2017",0.83597507926042,0.73158992665901,-0.59791482844354,2.26986498696438,0.1,1
"factor(Year)2018",1.80064615544383,0.767695953981092,0.295989734563771,3.30530257632389,0.1,1
"factor(Year)2019",2.37096491018883,0.906888557602219,0.593495999297004,4.14843382108066,0.1,1
"factor(Year)2021",1.98195576761669,0.784432040042112,0.444497220814866,3.51941431441851,0.1,1
"factor(Year)2022",2.01480701197774,0.791976443585731,0.462561705945593,3.5670523180099,0.1,1
"factor(Year)2023",2.1658262486865,0.812756495133937,0.572852790022978,3.75879970735002,0.1,1
"Pass",-0.0954668698666205,0.201028233208971,-0.489474966831922,0.298541227098681,0.1,1
"factor(Year)2003",2.05112874159103,0.713955340653902,0.65180198733936,3.45045549584271,0.1,10
"factor(Year)2004",2.64392177473062,0.710045250145143,1.2522586570524,4.03558489240883,0.1,10
"factor(Year)2005",2.11293188583121,0.656400587478269,0.826410374942866,3.39945339671954,0.1,10
"factor(Year)2006",2.11004231022989,0.642925915050862,0.84993067200274,3.37015394845704,0.1,10
"factor(Year)2007",1.97382487244338,0.636692928993745,0.725929662404317,3.22172008248244,0.1,10
"factor(Year)2008",1.99203707987879,0.609514656513744,0.797410305062549,3.18666385469503,0.1,10
"factor(Year)2009",1.47906177060282,0.590808436129169,0.321098514027215,2.63702502717842,0.1,10
"factor(Year)2010",2.57785534312624,0.696877683124329,1.21200018257284,3.94371050367964,0.1,10
"factor(Year)2011",1.69775259760873,0.614693219032892,0.492976026763272,2.90252916845419,0.1,10
"factor(Year)2012",1.8820412604831,0.644581422729988,0.618684886828732,3.14539763413746,0.1,10
"factor(Year)2013",2.96729000331475,0.761070904703704,1.47561844041418,4.45896156621533,0.1,10
"factor(Year)2014",2.28705137026586,0.642304271449689,1.02815813110823,3.54594460942349,0.1,10
"factor(Year)2015",2.91041296025615,0.654997067087891,1.62664229878452,4.19418362172778,0.1,10
"factor(Year)2016",2.25315452715015,0.63231439112493,1.01384109363892,3.49246796066139,0.1,10
"factor(Year)2017",2.18717167316581,0.641864584595387,0.929140204407094,3.44520314192454,0.1,10
"factor(Year)2018",1.70795128701857,0.607288218708192,0.517688250115027,2.89821432392211,0.1,10
"factor(Year)2019",2.26303039081848,0.726264391440528,0.839578340341143,3.68648244129581,0.1,10
"factor(Year)2021",2.67582161122375,0.674942124196505,1.35295935614964,3.99868386629786,0.1,10
"factor(Year)2022",3.29324788904683,0.760648869098076,1.80240350073348,4.78409227736018,0.1,10
"factor(Year)2023",2.39671366150245,0.656077169155498,1.11082603887868,3.68260128412622,0.1,10
"Pass",-0.258347201026887,0.206481043036818,-0.663042608869316,0.146348206815542,0.1,10
"factor(Year)2003",1.49171720186524,0.680635774930198,0.157695596412539,2.82573880731793,0.1,2
